"ENSEMBL ID","Biotype","Gene symbol","Description","Expression Low","Expression Disease","Log2 FC","Adjusted P","Counts difference"
"ENSG00000125384","protein_coding","PTGER2","PTGER2",7.95824567990488,8.66241735026986,1.51086275681592,8.33057735646441e-07,0.704171670364985
"ENSG00000204099","protein_coding","NEU4","NEU4",6.41124625524148,6.10153905745607,-2.0197151512065,1.01088095644343e-06,-0.309707197785415
"ENSG00000091262","protein_coding","ABCC6","ABCC6",8.34603750887485,7.5072409604329,-1.31203730368584,1.0453004241341e-06,-0.838796548441959
"ENSG00000129744","protein_coding","ART1","ART1",5.87375251454576,6.08159769994168,1.84711485234556,1.13104042504073e-06,0.207845185395927
"ENSG00000269858","protein_coding","EGLN2","EGLN2",9.07366129699375,8.41842268355611,-1.01538767482975,1.2806082157413e-06,-0.655238613437636
"ENSG00000237330","protein_coding","RNF223","RNF223",8.06102509804566,8.88034141654243,1.11673069463139,1.35365903020605e-06,0.819316318496766
"ENSG00000186493","protein_coding","C5orf38","C5orf38",9.55458111062136,8.72490525794036,-1.65124327286546,1.43235418936483e-06,-0.829675852680994
"ENSG00000171872","protein_coding","KLF17","KLF17",6.18422059691377,5.96440463468578,-1.42275220269525,1.43695736383353e-06,-0.219815962227989
"ENSG00000114200","protein_coding","BCHE","BCHE",7.06429169531623,6.85028209750987,-3.36143482632828,1.78987286841396e-06,-0.214009597806363
"ENSG00000162188","protein_coding","GNG3","GNG3",6.03409847134993,6.1888162423684,1.20150347020752,2.11561185343317e-06,0.154717771018461
"ENSG00000165655","protein_coding","ZNF503","ZNF503",9.00933622998503,8.33986525167941,-1.35388634895348,2.11561185343317e-06,-0.669470978305622
"ENSG00000165566","protein_coding","AMER2","AMER2",5.83989851743771,6.51940846789474,3.60709168421849,2.2651726229348e-06,0.679509950457031
"ENSG00000122859","protein_coding","NEUROG3","NEUROG3",5.91482569116189,5.72883162991506,-4.0530669484556,2.53344223995616e-06,-0.185994061246824
"ENSG00000144366","protein_coding","GULP1","GULP1",8.84605461573153,9.37759706098859,1.02385541367703,2.61813070918919e-06,0.531542445257058
"ENSG00000174156","protein_coding","GSTA3","GSTA3",6.12862754945201,5.89585800922537,-2.68664941943834,2.97862497036649e-06,-0.232769540226641
"ENSG00000138646","protein_coding","HERC5","HERC5",9.3598974456195,10.0594123011041,1.02920697369015,3.07598612316794e-06,0.699514855484619
"ENSG00000077935","protein_coding","SMC1B","SMC1B",6.80839795105274,6.46229393538335,-1.57234935042904,3.86546836122545e-06,-0.346104015669393
"ENSG00000161681","protein_coding","SHANK1","SHANK1",7.25467351820422,7.74360229830338,1.10197116257873,3.86546836122545e-06,0.488928780099166
"ENSG00000275896","protein_coding","PRSS2","PRSS2",6.35167460303818,7.79993137395227,2.18635304605661,5.15030384192133e-06,1.44825677091409
"ENSG00000158014","protein_coding","SLC30A2","SLC30A2",7.04667884015506,6.61722401991978,-1.87899335328094,5.26868342933476e-06,-0.429454820235287
"ENSG00000109956","protein_coding","B3GAT1","B3GAT1",6.76834844676948,6.53271316803594,-1.53433158097137,7.50082071627971e-06,-0.235635278733533
"ENSG00000111341","protein_coding","MGP","MGP",15.3644950546102,14.07572084523,-1.33990643687798,7.50082071627971e-06,-1.28877420938017
"ENSG00000164520","protein_coding","RAET1E","RAET1E",6.69889437313315,6.29721728698377,-1.40035980086897,7.50082071627971e-06,-0.40167708614938
"ENSG00000189377","protein_coding","CXCL17","CXCL17",8.29751160721152,7.4907719816359,-1.96725998751138,7.50082071627971e-06,-0.806739625575611
"ENSG00000154342","protein_coding","WNT3A","WNT3A",6.14267757900935,5.95414833288121,-2.08289374821522,1.0011938766805e-05,-0.188529246128139
"ENSG00000187048","protein_coding","CYP4A11","CYP4A11",6.28918385055354,5.97891505490693,-1.79178946119502,1.0011938766805e-05,-0.310268795646615
"ENSG00000124490","protein_coding","CRISP2","CRISP2",5.91006564002275,5.70129161575659,-4.21943173578231,1.04614527355013e-05,-0.208774024266155
"ENSG00000173267","protein_coding","SNCG","SNCG",9.63507316445144,8.67014449546498,-1.44041657828591,1.13554096653264e-05,-0.964928668986465
"ENSG00000161055","protein_coding","SCGB3A1","SCGB3A1",7.51388618076005,6.98043318198575,-2.36230543789812,1.20138289251878e-05,-0.5334529987743
"ENSG00000004848","protein_coding","ARX","ARX",6.67270214094986,6.19882502842377,-2.22253210678105,1.64081435915975e-05,-0.473877112526087
"ENSG00000147255","protein_coding","IGSF1","IGSF1",7.83917908834465,8.85754759575493,1.41633446040221,1.66608149948175e-05,1.01836850741028
"ENSG00000166670","protein_coding","MMP10","MMP10",7.71214289544279,8.72205039704773,1.68231622412707,1.66691266250149e-05,1.00990750160494
"ENSG00000099866","protein_coding","MADCAM1","MADCAM1",6.53947230277068,6.26651919822931,-1.08864599343356,1.73826720774347e-05,-0.272953104541365
"ENSG00000163631","protein_coding","ALB","ALB",7.53370784564313,7.34315924744836,-4.58762788132961,1.77414417859975e-05,-0.190548598194774
"ENSG00000185028","protein_coding","LRRC14B","LRRC14B",6.6934546144612,6.32364186877292,-1.4487968636476,1.77414417859975e-05,-0.369812745688277
"ENSG00000147697","protein_coding","GSDMC","GSDMC",7.01761799023635,6.61027746380196,-1.1917800062526,1.93935322057148e-05,-0.407340526434388
"ENSG00000138759","protein_coding","FRAS1","FRAS1",8.4506052724544,9.50195088459665,1.28751226529602,2.32814616519833e-05,1.05134561214225
"ENSG00000137270","protein_coding","GCM1","GCM1",6.50161103659919,6.19372098882336,-1.94706462035681,2.336007747521e-05,-0.307890047775824
"ENSG00000103316","protein_coding","CRYM","CRYM",7.16462666767381,6.91482558598546,-1.12955840904924,2.43749417206194e-05,-0.24980108168835
"ENSG00000116147","protein_coding","TNR","TNR",6.84106608886347,6.59404718432843,-1.66481126759081,2.43749417206194e-05,-0.247018904535036
"ENSG00000156006","protein_coding","NAT2","NAT2",6.6775440035109,6.34202608116845,-1.92038045456168,2.43749417206194e-05,-0.335517922342447
"ENSG00000164404","protein_coding","GDF9","GDF9",7.63842015606973,7.2282346205744,-3.03253367974481,2.43749417206194e-05,-0.410185535495327
"ENSG00000170561","protein_coding","IRX2","IRX2",10.7466026024162,9.93935011863218,-1.28427165847351,3.23288351259817e-05,-0.807252483784026
"ENSG00000159387","protein_coding","IRX6","IRX6",6.80692912431051,6.4333199177808,-1.26993044666284,3.76221528442136e-05,-0.373609206529711
"ENSG00000130988","protein_coding","RGN","RGN",7.10348609434561,6.77877473964162,-1.28501572832663,3.88673077066412e-05,-0.32471135470399
"ENSG00000129451","protein_coding","KLK10","KLK10",7.1206735230469,6.82859426537771,-2.05813616833659,3.96257050502067e-05,-0.292079257669191
"ENSG00000197249","protein_coding","SERPINA1","SERPINA1",12.4977014704119,11.7767975334293,-1.50263375991664,4.66899045036696e-05,-0.720903936982644
"ENSG00000106038","protein_coding","EVX1","EVX1",5.96822039518953,5.78104633448941,-2.16593918616927,4.75353992670836e-05,-0.187174060700116
"ENSG00000015592","protein_coding","STMN4","STMN4",6.0889877935237,6.41173016251722,1.52726074304678,5.26252654747566e-05,0.322742368993517
"ENSG00000129167","protein_coding","TPH1","TPH1",7.2146563123588,6.97098784520015,-1.94793094533066,5.73716800538722e-05,-0.243668467158644
"ENSG00000102924","protein_coding","CBLN1","CBLN1",6.70526036574424,6.92827450030502,1.10087867607434,6.48796146017904e-05,0.223014134560779
"ENSG00000127129","protein_coding","EDN2","EDN2",8.32373855476008,7.64706600840636,-1.17372664159,6.5515404968991e-05,-0.676672546353728
"ENSG00000147256","protein_coding","ARHGAP36","ARHGAP36",6.55915736696584,7.53134814159462,4.37446881484682,9.80178945896253e-05,0.972190774628782
"ENSG00000120057","protein_coding","SFRP5","SFRP5",5.98270430041291,5.78381190300028,-2.06110745627086,9.93587217946013e-05,-0.198892397412631
"ENSG00000157445","protein_coding","CACNA2D3","CACNA2D3",7.16728886559655,6.91244343615656,-1.2272073426922,9.93587217946013e-05,-0.254845429439987
"ENSG00000183036","protein_coding","PCP4","PCP4",6.47788615737651,6.259869398218,-1.37555475597371,0.000108708018718679,-0.218016759158504
"ENSG00000161798","protein_coding","AQP5","AQP5",7.10529685735675,6.74046983781096,-2.32277519630077,0.000110418220262812,-0.364827019545794
"ENSG00000102854","protein_coding","MSLN","MSLN",6.83975853244274,6.53563527516726,-2.61329400554553,0.000112203320453259,-0.304123257275474
"ENSG00000144191","protein_coding","CNGA3","CNGA3",6.59853053175452,6.39859185231587,-1.2435427427235,0.000112826585540155,-0.19993867943865
"ENSG00000214814","protein_coding","FER1L6","FER1L6",6.21325723150358,6.71787125661322,1.58849323736069,0.000115939060776881,0.504614025109638
"ENSG00000197993","protein_coding","KEL","KEL",6.930024547251,6.59669340062079,-1.13242691791234,0.000120035418088908,-0.333331146630202
"ENSG00000106031","protein_coding","HOXA13","HOXA13",6.37313307303248,6.20884934728428,-1.43395017351846,0.000127392344258397,-0.164283725748198
"ENSG00000171346","protein_coding","KRT15","KRT15",11.0302604883328,10.3730646571831,-1.59400968846483,0.00013698543653313,-0.657195831149666
"ENSG00000151789","protein_coding","ZNF385D","ZNF385D",8.72029353161309,8.2368986728508,-1.17079047025688,0.000137398223010437,-0.483394858762296
"ENSG00000124812","protein_coding","CRISP1","CRISP1",5.82853691542619,5.68518267072426,-3.87545971023259,0.00014342148691353,-0.143354244701937
"ENSG00000101197","protein_coding","BIRC7","BIRC7",6.3304042583804,6.081420628639,-1.22394830523461,0.000145187814998546,-0.248983629741393
"ENSG00000143512","protein_coding","HHIPL2","HHIPL2",7.20379717335183,6.70975921880561,-1.47459108458495,0.000145480541508097,-0.494037954546222
"ENSG00000104760","protein_coding","FGL1","FGL1",6.10471533342791,6.0325938227928,-1.89727481051893,0.000151938680604382,-0.0721215106351076
"ENSG00000132744","protein_coding","ACY3","ACY3",6.66244747340998,6.33293437982318,-1.35808486920626,0.000158726436012028,-0.329513093586804
"ENSG00000214128","protein_coding","TMEM213","TMEM213",6.53827627287733,6.24790020112341,-1.86566000892065,0.000178764044270781,-0.290376071753922
"ENSG00000171246","protein_coding","NPTX1","NPTX1",6.97194639824049,6.9040898298241,-2.90047698341353,0.000192691395208604,-0.067856568416393
"ENSG00000143546","protein_coding","S100A8","S100A8",8.03907554219614,7.81226494739296,-1.61332444007599,0.000199618588838957,-0.226810594803183
"ENSG00000095713","protein_coding","CRTAC1","CRTAC1",7.13459050238094,6.76579904385688,-1.18737475624604,0.000200967817903833,-0.36879145852406
"ENSG00000274641","protein_coding","HIST1H2BO","HIST1H2BO",6.39481703267416,6.87244099243389,1.16363440571632,0.000205279664116689,0.477623959759728
"ENSG00000145934","protein_coding","TENM2","TENM2",8.15199109179483,8.7667245269097,1.12821904581753,0.000229176610110259,0.61473343511487
"ENSG00000153822","protein_coding","KCNJ16","KCNJ16",6.28578528056332,6.04153653690511,-2.73187317244728,0.0002531022886978,-0.244248743658207
"ENSG00000057593","protein_coding","F7","F7",8.87348143517753,8.01783323409314,-1.11013643018902,0.000287342230806672,-0.855648201084396
"ENSG00000079689","protein_coding","SCGN","SCGN",6.67778523555544,6.5466299447155,-1.36961064947388,0.000288582863823195,-0.131155290839938
"ENSG00000114757","protein_coding","PEX5L","PEX5L",7.42226792500892,7.31018724074051,-1.21839586082604,0.00031420725118187,-0.11208068426841
"ENSG00000196260","protein_coding","SFTA2","SFTA2",5.94536642956531,5.79083825036442,-1.80806813225953,0.000330379515114964,-0.154528179200897
"ENSG00000110169","protein_coding","HPX","HPX",9.80257589810244,9.18211439626392,-1.20934960815422,0.000342201415617558,-0.620461501838522
"ENSG00000171234","protein_coding","UGT2B7","UGT2B7",5.97153983620264,5.7771028062272,-2.57246809380988,0.000347043958570185,-0.194437029975438
"ENSG00000170893","protein_coding","TRH","TRH",7.18495819033332,8.56312544814059,1.5106684291935,0.000352999881141648,1.37816725780727
"ENSG00000171819","protein_coding","ANGPTL7","ANGPTL7",6.21185612116474,5.98682446205609,-1.66780727214111,0.000372326082770606,-0.225031659108653
"ENSG00000078898","protein_coding","BPIFB2","BPIFB2",8.10646103186895,7.70161862177937,-1.30172976685694,0.00038230643559059,-0.404842410089583
"ENSG00000147257","protein_coding","GPC3","GPC3",9.77248037508006,9.28833315124019,-1.20194666085724,0.000388150627233021,-0.484147223839869
"ENSG00000101489","protein_coding","CELF4","CELF4",6.6374257187574,6.53406595931715,-1.03756884260336,0.000408886000999095,-0.103359759440249
"ENSG00000172000","protein_coding","ZNF556","ZNF556",6.57759336342377,6.3844606908141,-1.23992516868924,0.000416076851873275,-0.193132672609668
"ENSG00000164403","protein_coding","SHROOM1","SHROOM1",10.8811943482306,10.0163990853082,-1.2145422570057,0.00044006302608266,-0.864795262922371
"ENSG00000188032","protein_coding","C19orf67","C19orf67",5.98440103765866,5.84897888329151,-1.02270065172028,0.00044006302608266,-0.135422154367147
"ENSG00000259417","protein_coding","LINC01314","LINC01314",6.64097957227431,6.39848160165852,-1.44687893510967,0.000446912489632397,-0.242497970615791
"ENSG00000151012","protein_coding","SLC7A11","SLC7A11",8.60660861458561,8.12836911191824,-1.04670633381761,0.000464107251295757,-0.478239502667373
"ENSG00000106689","protein_coding","LHX2","LHX2",6.35712593555623,6.1390283434585,-1.30927015423384,0.00046437776622732,-0.218097592097731
"ENSG00000204889","protein_coding","KRT40","KRT40",6.14047698415142,5.9092261831131,-1.31963682932427,0.00049642774930274,-0.23125080103832
"ENSG00000181577","protein_coding","C6orf223","C6orf223",6.3750676140625,6.19364707868125,-2.05868393826382,0.000537070406717075,-0.181420535381248
"ENSG00000240021","protein_coding","TEX35","TEX35",5.84640738119188,5.719679586742,-1.67449344325288,0.000564249052235465,-0.126727794449882
"ENSG00000162896","protein_coding","PIGR","PIGR",9.20639359437355,8.61156688696791,-1.77441216807343,0.000571588521067916,-0.594826707405641
"ENSG00000108244","protein_coding","KRT23","KRT23",9.5582020049846,8.73195946133423,-1.16691079888133,0.000606675795134557,-0.82624254365037
"ENSG00000182103","protein_coding","FAM181B","FAM181B",6.53650257064149,6.34644863699887,-1.69358768210096,0.000607480671174463,-0.190053933642619
"ENSG00000183837","protein_coding","PNMA3","PNMA3",6.38664685766293,6.15850665028815,-1.20825277855652,0.000609953398904416,-0.228140207374774
"ENSG00000204644","protein_coding","ZFP57","ZFP57",6.47560197996617,6.23314960750708,-1.82795921996402,0.000612070097740421,-0.242452372459094
"ENSG00000137968","protein_coding","SLC44A5","SLC44A5",8.52234131743031,7.68486598603013,-1.13283095276804,0.000625647238871298,-0.837475331400174
"ENSG00000189051","protein_coding","RNF222","RNF222",5.95792283897654,5.82064404834233,-1.00667315909817,0.000625647238871298,-0.137278790634211
"ENSG00000104267","protein_coding","CA2","CA2",10.4796526238719,10.1592862481657,-1.83737814382072,0.000627582759425389,-0.320366375706165
"ENSG00000124194","protein_coding","GDAP1L1","GDAP1L1",6.19155764414153,6.01417353166979,-1.75712481895298,0.000627582759425389,-0.17738411247174
"ENSG00000187922","protein_coding","LCN10","LCN10",5.85042137178988,5.72421790995839,-1.96061870404096,0.000627582759425389,-0.126203461831496
"ENSG00000130598","protein_coding","TNNI2","TNNI2",6.84169653969219,6.60881691283411,-1.31336650497959,0.000727173211615512,-0.232879626858081
"ENSG00000131771","protein_coding","PPP1R1B","PPP1R1B",10.2285549596368,9.42230561859049,-1.54046301316881,0.000743445650189105,-0.806249341046303
"ENSG00000117069","protein_coding","ST6GALNAC5","ST6GALNAC5",9.13125797654853,8.3549877119932,-1.08696104451221,0.000757113819049452,-0.77627026455532
"ENSG00000134571","protein_coding","MYBPC3","MYBPC3",6.05867505024756,5.95705775822257,-1.20284646160263,0.000787879190415001,-0.101617292024997
"ENSG00000163220","protein_coding","S100A9","S100A9",9.55422759321826,9.1370804574846,-1.48549770719563,0.000807351124369287,-0.417147135733659
"ENSG00000184226","protein_coding","PCDH9","PCDH9",7.216318988262,7.09544008818164,-2.38736103380129,0.000863252212143045,-0.12087890008036
"ENSG00000120903","protein_coding","CHRNA2","CHRNA2",6.01325579664405,5.8605388476892,-1.16072205238274,0.000983057448361647,-0.152716948954855
"ENSG00000128564","protein_coding","VGF","VGF",6.60673201473797,6.45273663654542,-1.55768276165888,0.00102002305769261,-0.15399537819255
"ENSG00000146678","protein_coding","IGFBP1","IGFBP1",5.97815084536926,5.87704372461717,-2.03553497529707,0.00104165737660294,-0.101107120752094
"ENSG00000215018","protein_coding","COL28A1","COL28A1",7.4231443593644,7.05402637197033,-1.09097458093133,0.00107318657393476,-0.369117987394074
"ENSG00000197766","protein_coding","CFD","CFD",10.2041091899316,9.36906388525548,-1.0428003941932,0.00109114242724283,-0.835045304676107
"ENSG00000080224","protein_coding","EPHA6","EPHA6",6.36636087941435,6.64360539082938,1.40592723843423,0.00112925931791052,0.27724451141503
"ENSG00000124657","protein_coding","OR2B6","OR2B6",6.44477834218161,6.89539874416197,1.03697661551379,0.00122987458313947,0.450620401980357
"ENSG00000239474","protein_coding","KLHL41","KLHL41",6.76076984145284,6.54643641521878,-1.41071670839517,0.00124346180018995,-0.214333426234062
"ENSG00000069812","protein_coding","HES2","HES2",7.92485473469247,8.44816400441638,1.12558075775945,0.00129247166555082,0.523309269723913
"ENSG00000111404","protein_coding","RERGL","RERGL",6.86737165142493,6.5673160166689,-1.23671567125934,0.00132196375883849,-0.300055634756029
"ENSG00000187715","protein_coding","KBTBD12","KBTBD12",5.98826881090131,5.86424334215801,-1.54165958550525,0.00138429271170361,-0.1240254687433
"ENSG00000101204","protein_coding","CHRNA4","CHRNA4",5.85097575881833,6.28074777690958,3.58773664781451,0.00140448170475081,0.429772018091252
"ENSG00000108018","protein_coding","SORCS1","SORCS1",8.28748623694905,7.4272330740425,-1.35997508841021,0.00140448170475081,-0.860253162906556
"ENSG00000276966","protein_coding","HIST1H4E","HIST1H4E",7.04045184296855,7.47798745052866,1.08439318972942,0.00142210034888704,0.437535607560115
"ENSG00000197561","protein_coding","ELANE","ELANE",6.02322672234013,5.85294192880167,-1.22728680495149,0.00145038447582831,-0.170284793538463
"ENSG00000067842","protein_coding","ATP2B3","ATP2B3",5.85625084371639,5.74076190142612,-2.55612813370012,0.0014505637913235,-0.11548894229027
"ENSG00000150783","protein_coding","TEX12","TEX12",5.84036942717765,5.73396219801664,-1.07295430545909,0.00147235801772509,-0.106407229161004
"ENSG00000153086","protein_coding","ACMSD","ACMSD",6.73296104002307,6.43258471913806,-1.19706428027362,0.00153516409890857,-0.300376320885003
"ENSG00000172551","protein_coding","MUCL1","MUCL1",9.61877660150853,9.856424111633,-2.12831017426129,0.00153516409890857,0.237647510124461
"ENSG00000149972","protein_coding","CNTN5","CNTN5",6.09454420941567,5.91507492179995,-2.09430203167358,0.00159259473307013,-0.179469287615722
"ENSG00000019169","protein_coding","MARCO","MARCO",7.13715548233621,6.8132757495125,-1.18821314686477,0.00169598506458489,-0.323879732823714
"ENSG00000196747","protein_coding","HIST1H2AI","HIST1H2AI",7.14981870184796,7.93913541611984,1.12091593308033,0.00171970739311652,0.789316714271885
"ENSG00000234965","protein_coding","SHISA8","SHISA8",6.07744914809037,5.89546397602912,-1.1617289195087,0.00178491437916701,-0.181985172061253
"ENSG00000186417","protein_coding","GLDN","GLDN",7.85720101146321,7.50234394034578,-1.01874807839629,0.00205233802755746,-0.354857071117437
"ENSG00000204175","protein_coding","GPRIN2","GPRIN2",7.02696813076678,6.56963688464228,-1.01479270799279,0.00218712398999632,-0.457331246124504
"ENSG00000110195","protein_coding","FOLR1","FOLR1",7.4071467601149,7.1685527237168,-1.48714353758155,0.00222639543129995,-0.238594036398108
"ENSG00000278828","protein_coding","HIST1H3H","HIST1H3H",8.74614807466999,9.84728061064835,1.00540416410733,0.00226841331036875,1.10113253597837
"ENSG00000105825","protein_coding","TFPI2","TFPI2",8.26416527749068,9.39170894114501,1.41360453981392,0.00239979776326438,1.12754366365432
"ENSG00000197893","protein_coding","NRAP","NRAP",6.08069816048948,5.89628980506828,-3.64819625737964,0.00245205964572097,-0.184408355421206
"ENSG00000156959","protein_coding","LHFPL4","LHFPL4",6.10595525444752,5.95938575935728,-1.74502694258389,0.0025261924332313,-0.146569495090242
"ENSG00000204983","protein_coding","PRSS1","PRSS1",6.03611467606637,6.97106950611228,1.6414203324194,0.0025827500036438,0.934954830045903
"ENSG00000134548","protein_coding","SPX","SPX",6.47481331873522,6.22038053552551,-1.64844857612642,0.00279367256744105,-0.254432783209718
"ENSG00000122711","protein_coding","SPINK4","SPINK4",6.51334962672878,6.25573258767162,-1.23581701428125,0.00294042438634945,-0.257617039057156
"ENSG00000256574","protein_coding","OR13A1","OR13A1",5.94990275695557,5.8755977568953,-1.28286947115887,0.00294086265766396,-0.0743050000602672
"ENSG00000185304","protein_coding","RGPD2","RGPD2",6.33545318788617,6.14810512697627,-1.03857199365504,0.00298956587032063,-0.187348060909905
"ENSG00000187140","protein_coding","FOXD3","FOXD3",6.33344981542244,6.01576826960162,-1.18218743404946,0.00305879671260777,-0.317681545820813
"ENSG00000250803","protein_coding","CTC-441N14.4","CTC-441N14.4",5.94698873013644,5.81660510496963,-2.90703229273905,0.00311588963167911,-0.130383625166813
"ENSG00000114854","protein_coding","TNNC1","TNNC1",6.73741339435578,6.49041762736657,-1.39336111181543,0.00329576047055777,-0.246995766989214
"ENSG00000167580","protein_coding","AQP2","AQP2",5.83226481114241,5.73554955698928,-1.63780165974605,0.0034875357942662,-0.0967152541531275
"ENSG00000182393","protein_coding","IFNL1","IFNL1",5.91615206247082,6.06316561557081,1.24926228960605,0.00365580071419132,0.147013553099987
"ENSG00000086967","protein_coding","MYBPC2","MYBPC2",6.28436152124744,6.15245632567066,-2.02430079940844,0.00377620656478746,-0.131905195576784
"ENSG00000277224","protein_coding","HIST1H2BF","HIST1H2BF",6.96783496324867,7.56103789939585,1.01987497395304,0.00396664690740017,0.593202936147181
"ENSG00000187510","protein_coding","PLEKHG7","PLEKHG7",6.25628313723965,6.06716570823847,-1.1486693006157,0.00412159029595094,-0.189117429001178
"ENSG00000171885","protein_coding","AQP4","AQP4",6.4907487027338,6.370756673569,-1.16869041348743,0.00458317613759394,-0.119992029164798
"ENSG00000124102","protein_coding","PI3","PI3",6.36365007850711,6.2471723262993,-1.31091011500069,0.00495587742603431,-0.116477752207806
"ENSG00000009765","protein_coding","IYD","IYD",7.20512458895128,6.94316871250045,-1.15422066485921,0.00516363593991281,-0.261955876450834
"ENSG00000137975","protein_coding","CLCA2","CLCA2",7.83744946019553,7.56720490320034,-2.1358301747743,0.00538772361999131,-0.270244556995191
"ENSG00000152954","protein_coding","NRSN1","NRSN1",5.86985677727835,5.83123242168329,-2.55673948528843,0.00550510307092541,-0.0386243555950658
"ENSG00000170231","protein_coding","FABP6","FABP6",6.31385922802462,6.07906922622787,-1.32531420374498,0.00560304669936269,-0.23479000179675
"ENSG00000205057","protein_coding","CLLU1OS","CLLU1OS",5.84248208063129,5.71795855994116,-1.3431221330454,0.00560304669936269,-0.124523520690126
"ENSG00000108342","protein_coding","CSF3","CSF3",5.94417536162378,5.83646498685316,-1.53095670319591,0.00567927116845991,-0.107710374770624
"ENSG00000165376","protein_coding","CLDN2","CLDN2",6.33927483340389,6.15245117253104,-1.57644189666554,0.00572029931522968,-0.186823660872853
"ENSG00000197408","protein_coding","CYP2B6","CYP2B6",6.15625625215327,6.19187923342567,1.38642425302416,0.00593186073414005,0.0356229812723976
"ENSG00000170558","protein_coding","CDH2","CDH2",8.24499307276909,9.07541340914995,1.24467322399347,0.00600363907629119,0.830420336380856
"ENSG00000157335","protein_coding","CLEC18C","CLEC18C",5.72527333227665,5.83134921239061,1.09199604680623,0.00603846706790742,0.106075880113962
"ENSG00000169507","protein_coding","SLC38A11","SLC38A11",7.04384195866182,6.78886824865005,-1.3924989915865,0.00611844016368512,-0.254973710011768
"ENSG00000147481","protein_coding","SNTG1","SNTG1",5.77720327526152,5.68281226111044,-2.98683143755577,0.00688709100157309,-0.0943910141510704
"ENSG00000151655","protein_coding","ITIH2","ITIH2",6.71716586539709,6.5804678930861,-1.08758832694416,0.00693377976405654,-0.136697972310994
"ENSG00000121005","protein_coding","CRISPLD1","CRISPLD1",9.54896172159328,9.41463534862391,-2.05543535859879,0.007090382217593,-0.134326372969372
